name,location,rating,votes,cost,cuisines
Pabrai's Fresh & Naturelle Icecreams,Brigade Road,4.2,131,180.0,"Ice Cream, Desserts"
Ibaco,Indiranagar,4.0,289,300.0,Desserts
Sreeraj Lassi Bar,Shanti Nagar,3.9,61,150.0,"Beverages, Desserts"
Hungerbreak 24x7,Koramangala 8th Block,3.1,7,500.0,"North Indian, South Indian, Maharashtrian"
The Egg Factory,St. Marks Road,4.2,1764,750.0,"Continental, American"
Firewood Biryani,Residency Road,3.9,454,400.0,"Biryani, Kebab, Rolls"
Sweet Chariot,Cunningham Road,3.8,111,500.0,"Bakery, Fast Food"
Venus Biryani,Domlur,3.0,144,200.0,"Biryani, Chinese"
Dolci Desserts,Cunningham Road,4.3,652,750.0,"Cafe, Desserts"
Sangam Sweets,Seshadripuram,3.1,26,200.0,"Mithai, Street Food"
Kartik's Mithai Shoppe,Indiranagar,4.1,110,150.0,"Mithai, Street Food"
Desi Deck,Brigade Road,3.9,96,1300.0,"Mughlai, North Indian, Desserts"
UBCR,Indiranagar,3.3,5,350.0,"Italian, American, Chinese, Arabian, North Indian, Cafe"
Hoppipola,Church Street,4.3,1703,1300.0,"Continental, Mediterranean, European"
Hushy's Kitchen,Shanti Nagar,3.5,58,300.0,Fast Food
The Cake City,Shanti Nagar,3.2,4,300.0,"Chinese, Continental, Desserts, Bakery"
Hatti Kaapi,Ulsoor,3.8,30,200.0,"South Indian, Beverages"
Mount View Fast Food,Vasanth Nagar,3.3,4,100.0,"Fast Food, Street Food"
Chichaba's Taj,Frazer Town,3.9,442,600.0,"Biryani, North Indian, Mughlai"
99 Pancakes,Church Street,4.1,41,150.0,"Desserts, Ice Cream"
Beijing Bites,Richmond Road,3.8,262,850.0,"Chinese, Thai"
Kabab Korner,St. Marks Road,3.9,205,500.0,"North Indian, Chinese, Fast Food"
Oh My Chaat,Frazer Town,3.1,18,300.0,Street Food
YumYumSouth,Indiranagar,3.5,38,600.0,South Indian
Foodhall,MG Road,4.0,113,1000.0,"Italian, Bakery, Fast Food"
Ciclo Cafe,Indiranagar,4.3,1283,1000.0,"Cafe, Italian, American"
Hotel Empark,Wilson Garden,3.4,16,800.0,"Chinese, North Indian, Arabian"
Wolf'ish,Church Street,4.1,459,700.0,"Cafe, American, Italian, Pizza, Burger"
Alibaba Cafe and Restaurant,Frazer Town,3.9,450,700.0,"Arabian, Middle Eastern"
Infinitea Tea Room & Tea Store,Cunningham Road,4.3,858,1000.0,"Continental, Cafe, Desserts, Salad, Momos"
Goli Vada Pav No. 1,Ulsoor,3.5,33,200.0,Street Food
Ooty Chocolates,Indiranagar,3.8,55,300.0,Desserts
Arya Bhavan Sweets,Vasanth Nagar,3.2,9,300.0,"Mithai, Street Food, North Indian"
Amande Patisserie,Lavelle Road,4.2,231,300.0,"Bakery, French, Desserts"
Qissa Khawani,Church Street,4.4,319,800.0,"North Indian, Mughlai"
Ayda Persian Kitchen,Church Street,3.9,224,950.0,"North Indian, Iranian"
Sri Krishna Sweets,Indiranagar,3.7,32,250.0,Mithai
Tewari Bros Mithai Shoppie,Commercial Street,3.8,59,300.0,"Fast Food, Mithai"
Kolkatta Famous Chat,Indiranagar,3.7,23,100.0,"Street Food, North Indian"
Cookie Man,Brigade Road,3.4,36,150.0,Bakery
Cafe Coffee Day,Brigade Road,3.3,65,900.0,"Cafe, Fast Food"
Vinny's,Brigade Road,3.9,206,800.0,"Pizza, Italian, Continental, Desserts"
Sagar Delicacy,Ulsoor,3.9,87,500.0,"North Indian, Chinese, Fast Food, Street Food"
Platter,Residency Road,2.9,26,300.0,"Street Food, Juices"
The Adukkala Restaurant,Brigade Road,3.6,40,500.0,Kerala
Carnival de Goa,Ulsoor,4.2,980,1000.0,"Goan, Mangalorean, Pizza"
McDonald's,Brigade Road,3.7,184,500.0,"Burger, Fast Food"
Northern Route,St. Marks Road,4.1,159,300.0,"North Indian, Street Food"
Quench & Crunch,Shanti Nagar,3.6,21,150.0,"Beverages, Fast Food"
INDULGE by InnerChef,Indiranagar,3.5,27,400.0,"Desserts, Bakery"
The Open Box,St. Marks Road,4.2,2270,1400.0,"European, North Indian, Mediterranean, Asian, Salad"
Double Decker,Brigade Road,4.3,2651,1300.0,"Continental, North Indian"
Chickpet Donne Biryani House,Commercial Street,3.7,44,250.0,Biryani
Toscano,Lavelle Road,4.4,1840,1500.0,"Italian, Salad"
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Indiranagar,3.1,54,500.0,Continental
Dakshin Biryani & Tiffin,Indiranagar,3.4,334,550.0,"Andhra, South Indian, North Indian"
Pizza Stop,Lavelle Road,3.5,73,600.0,"Pizza, Italian"
Mudpipe Cafe,Cunningham Road,4.2,739,750.0,"Cafe, Continental, Italian, Burger"
Baskin Robbins,Frazer Town,3.1,21,250.0,"Ice Cream, Desserts"
Fabcafe,MG Road,4.1,54,800.0,"Cafe, Healthy Food"
Chocolate D'Luxe,Lavelle Road,4.1,183,550.0,Desserts
Chilli Chicken,Brigade Road,3.1,7,500.0,Fast Food
NoLimmits Lounge and Club,Brigade Road,4.0,2103,2000.0,"Chinese, Continental, North Indian, Burger, Pizza"
Masale Daan,Richmond Road,3.2,5,350.0,North Indian
Hotel Rangoon,Ulsoor,3.7,17,300.0,Burmese
Drunken Monkey,Frazer Town,3.5,8,400.0,"Beverages, Fast Food"
Mangalore pearl - Seafood Restaurant,Ulsoor,4.3,94,550.0,"Mangalorean, Seafood"
The Wok Shop,Ulsoor,3.4,7,500.0,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean"
Chaitanya Veg,Shivajinagar,3.2,5,300.0,South Indian
20 Feet High,Church Street,4.0,932,1000.0,"American, Continental, Steak, Salad"
World In A Bowl,Indiranagar,2.8,34,600.0,"Continental, North Indian, Desserts, Beverages"
Bean Flickers,Indiranagar,4.3,392,700.0,"Cafe, American, Fast Food, Coffee, Continental"
7 Plates,Frazer Town,3.9,169,600.0,"North Indian, Mughlai, Rolls, Fast Food"
Munchies,Brigade Road,3.9,64,250.0,"Fast Food, Bakery"
Rasovara,Lavelle Road,4.3,763,1400.0,"Rajasthani, North Indian"
Kenz Karam,Frazer Town,3.5,10,300.0,"Desserts, Beverages"
Kobe Sizzlers,Brigade Road,4.1,1117,1500.0,"American, Continental, Fast Food, Steak"
Cafe Idly,Frazer Town,3.7,81,200.0,"South Indian, Fast Food"
Al Swaad Take Away,Richmond Road,3.1,12,350.0,"North Indian, South Indian, Arabian"
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,Richmond Road,4.1,114,700.0,"BBQ, Continental, Burger, Wraps, Pizza, Cafe"
Ambur Star Briyani,Indiranagar,3.7,17,500.0,"North Indian, Chinese, Biryani"
Airlines Hotel,Lavelle Road,4.0,867,400.0,"South Indian, North Indian, Street Food"
Just Bake,Ulsoor,3.4,6,400.0,"Bakery, Desserts"
Pai Vihar,Vasanth Nagar,2.8,54,400.0,"South Indian, Street Food, Chinese, Fast Food"
Crunch Pizzas,Domlur,2.9,330,600.0,"Italian, Pizza"
Eat At Nite,Frazer Town,3.2,56,400.0,"North Indian, Chinese, Rolls"
Height's Cafe - Hotel Bangalore International,Race Course Road,3.2,2,1000.0,"Continental, South Indian"
Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,MG Road,3.9,53,600.0,Desserts
Frozen Bottle,Brigade Road,4.0,35,400.0,"Beverages, Desserts, Ice Cream"
Sri Udupi Park,Residency Road,3.8,106,200.0,"South Indian, Chinese"
Ramji Chaiwale,Ulsoor,3.8,41,250.0,"Beverages, Fast Food"
Gelato Italiano,Kammanahalli,3.2,4,200.0,"Ice Cream, Desserts, Bakery"
Chantilly,Indiranagar,4.1,115,450.0,"Cafe, Bakery"
3 Spice,Wilson Garden,3.9,157,450.0,"North Indian, Chinese"
Ghar Ka Bhojan,Domlur,3.3,7,200.0,"North Indian, Healthy Food"
Cafe Terra,Indiranagar,4.2,391,500.0,"Cafe, Continental, Fast Food"
Ascharya Hotel,Koramangala 5th Block,3.4,11,300.0,"Mangalorean, South Indian"
Charminar Kabab Paradise,Frazer Town,4.0,104,500.0,"North Indian, Chinese, Mughlai, Kebab"
Cream Stone,Frazer Town,4.0,78,500.0,"Desserts, Beverages"
EatWater,Lavelle Road,4.2,121,1000.0,North Eastern
The Coffee Bean & Tea Leaf,MG Road,3.8,260,700.0,Cafe
Sherlock's Cafe,Frazer Town,3.7,40,350.0,"Cafe, Fast Food"
Step Right Up,Vasanth Nagar,4.1,152,300.0,"Cafe, Italian"
Zaks Mediterranean Cuisine,Frazer Town,3.9,256,700.0,"Mediterranean, Arabian, Lebanese, Rolls"
Paratha Xpress,Ulsoor,3.5,7,200.0,"North Indian, Chinese"
Meat And Eat,Wilson Garden,3.1,4,500.0,"Fast Food, Burger"
The ThickShake Factory,Cunningham Road,2.8,19,350.0,"Beverages, Juices"
The Chariot,Brigade Road,2.9,50,350.0,"South Indian, North Indian, Chinese"
The J,Church Street,4.0,134,450.0,"Fast Food, Beverages"
ZOROY Luxury Chocolate,Church Street,4.0,68,250.0,Desserts
Kanteen 038,Indiranagar,3.9,51,200.0,"Tea, Beverages, Fast Food"
Donne Biriyani Mane,Church Street,3.5,62,400.0,"Biryani, Kebab"
Desi Inn,Shanti Nagar,3.5,13,300.0,North Indian
A2B - Adyar Ananda Bhavan,Shanti Nagar,3.9,184,400.0,"South Indian, Fast Food, Street Food"
Le Rock,Brigade Road,4.0,1203,2000.0,"Continental, Chinese"
Bangalore Bytes,Brigade Road,3.5,121,300.0,"Fast Food, South Indian, Biryani"
Milk N Shakes,Koramangala 8th Block,3.7,45,300.0,Beverages
Siridhanya Upahara Darshini,Frazer Town,3.4,5,400.0,South Indian
Hotel Chandrika,Cunningham Road,3.8,208,400.0,"South Indian, North Indian, Chinese, Street Food"
Gowdru Hotel,Indiranagar,3.9,200,400.0,"South Indian, Biryani"
Cafe Braqa,Indiranagar,4.0,144,700.0,"Cafe, Italian, Continental, Beverages"
Naachiyar's,Ulsoor,3.9,117,600.0,Chettinad
BLOW,Church Street,4.2,937,750.0,"Cafe, Continental, American, Burger"
Cobaja,Brigade Road,4.3,61,700.0,"Seafood, South Indian, Bar Food, Mangalorean, Konkan"
Brownie Heaven,Cunningham Road,4.2,33,300.0,"Desserts, Fast Food"
Bread and Circus,Shanti Nagar,3.7,50,550.0,"Cafe, Fast Food, Pizza, Burger"
Kadamba Foodline,Ulsoor,3.7,29,400.0,"Chinese, North Indian, South Indian"
The Bundle Co.,MG Road,4.4,222,700.0,"Burger, Continental, Italian, Beverages"
Tea Break Lounge,Brigade Road,3.3,5,400.0,"Beverages, Fast Food"
The Grill House,Ulsoor,4.1,765,1200.0,"American, Mexican, Italian, Steak"
Mountain Spice,Koramangala 8th Block,3.9,186,400.0,"Chinese, Nepalese, Tibetan, Momos"
Kabab Nation Corner,Brigade Road,3.5,75,500.0,"Chinese, Arabian, Fast Food"
Petoo,Commercial Street,3.7,32,800.0,"North Indian, Fast Food, Street Food"
The Grand Taj,Shivajinagar,3.2,35,350.0,"North Indian, Chinese"
Kumbakonam Degree Coffee,Indiranagar,3.8,66,200.0,"South Indian, Fast Food"
C Sharp Kitchen,Church Street,3.4,50,600.0,"North Indian, Chinese, European"
Nossa Goa,Richmond Road,4.1,294,1000.0,"Goan, Seafood, Konkan, Desserts"
Shyvan Restaurant,Shanti Nagar,3.6,82,500.0,"North Indian, Chinese"
Red Lantern,Cunningham Road,3.7,162,700.0,"Chinese, Thai"
ROYCE' Chocolate,MG Road,3.5,6,1000.0,Desserts
Kitchen On Table,Brigade Road,4.0,48,1500.0,"Japanese, Sushi, Asian"
Chung Wah Express,Indiranagar,2.8,94,600.0,"Chinese, Thai, Momos, Vietnamese"
Ujwal Restaurant,Vasanth Nagar,3.9,134,550.0,"Seafood, North Indian, Chinese"
GMT - Gelateria Montecatini Terme,Lavelle Road,4.4,69,300.0,"Desserts, Ice Cream"
Trick Or Treat,Brigade Road,4.2,618,500.0,"Cafe, Burger, Continental, Pizza, Steak"
Gokul Kuteera,Indiranagar,3.9,257,650.0,"North Indian, Chinese, South Indian"
The Souk,Ulsoor,3.7,66,800.0,"Cafe, Mediterranean, Italian, Pizza, Continental"
Cafe Imroze,Infantry Road,3.6,95,650.0,"Cafe, Burger, Italian, Fast Food"
Caffe Maven,Residency Road,3.4,25,300.0,"Chinese, North Indian"
Happy Belly Bakes,MG Road,4.2,115,500.0,"Cafe, Bakery"
Bubbles,Frazer Town,3.7,21,450.0,Cafe
Popat,Indiranagar,3.2,41,300.0,North Indian
Tea Journey,Indiranagar,3.8,71,500.0,Cafe
Baba Da Dhaba,Brigade Road,4.1,373,650.0,North Indian
Ging - Royal Orchid Central,MG Road,4.3,225,2000.0,Asian
Masala Central,Frazer Town,3.7,74,300.0,North Indian
Daily Bite,Richmond Road,3.5,14,250.0,"Desserts, Fast Food"
Smokie Brownie,Brigade Road,3.2,7,600.0,Cafe
All Saints Bakery,Brigade Road,3.6,23,200.0,Bakery
Driven Cafe,Residency Road,3.4,122,600.0,"Cafe, Beverages, Fast Food"
Ta'aam,Cunningham Road,4.1,402,750.0,"North Indian, Mughlai, Arabian, Chinese"
Classic Shop,Ulsoor,3.3,6,150.0,"Juices, Beverages"
Coastal Delight,Indiranagar,4.1,198,650.0,"Seafood, South Indian, North Indian, Mangalorean, Chinese"
Tree Top,Wilson Garden,3.8,74,1000.0,"Continental, Chinese, North Indian, South Indian"
Little White Kitchen,Brigade Road,3.8,18,200.0,"Chinese, Continental, North Indian, Italian"
UBQ by Barbeque Nation,MG Road,3.2,9,450.0,"North Indian, BBQ, Biryani, Kebab"
Taipan,Frazer Town,3.5,126,700.0,"Chinese, Momos"
Penta Cafe,Frazer Town,3.5,12,350.0,"Juices, Fast Food, Beverages"
Ideal Kitchen,Indiranagar,3.5,26,250.0,"North Indian, Chinese, South Indian, Seafood"
Tibbs Frankie,Brigade Road,3.8,24,200.0,"Street Food, Rolls"
Ghar Ki Rasoi,Indiranagar,3.1,48,500.0,"North Indian, Chinese, Italian"
Chels Cafe,Cunningham Road,3.5,20,500.0,"Cafe, Burger"
Gelato Italiano,Brigade Road,3.0,40,200.0,"Ice Cream, Bakery, Desserts"
OCEA HOTEL,Brigade Road,3.7,279,800.0,"North Indian, Chinese, Seafood"
Vietnamese Kitchen,Indiranagar,4.1,523,800.0,"Chinese, Vietnamese, Momos, Thai"
L'inoui,Cunningham Road,4.1,33,400.0,Desserts
Yomama!!,Brigade Road,3.6,7,800.0,"Continental, Burger, Cafe, Steak"
Troll,Indiranagar,3.8,102,300.0,"Desserts, Ice Cream"
Bhavani Sri,Indiranagar,3.0,110,700.0,"Andhra, Biryani, Seafood"
Cafe Cerrise,Ulsoor,3.8,96,600.0,"Cafe, Continental, Salad"
Meaza Ginger Multi Cuisine Restaurant,Indiranagar,3.6,91,550.0,"North Indian, Chinese, South Indian, Kerala"
Mamma Mexicana,MG Road,2.2,406,1000.0,Mexican
The Jungle Terrace,Brigade Road,3.5,13,600.0,"Continental, Mexican, Lebanese"
Roll Junction,Cunningham Road,2.9,56,150.0,"Fast Food, Rolls"
Chutney Chang,Church Street,4.2,4732,1500.0,"North Indian, Chinese, BBQ"
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© MH-28,Shivajinagar,3.4,9,300.0,Cafe
Amritsari Kulcha Bite,Ulsoor,3.9,101,150.0,North Indian
Delices,Ulsoor,3.1,6,400.0,"Bakery, Desserts"
Meenu Oota Da Maane,Brigade Road,3.2,23,700.0,"Seafood, Mangalorean, Chinese"
Gobble Up Churros Cafe,Ulsoor,3.8,37,400.0,"Beverages, Cafe, Desserts, Spanish, Bakery"
Parathe Wali Gali,Wilson Garden,3.9,36,250.0,North Indian
Tempura Restaurant,Brigade Road,3.9,122,500.0,"Japanese, Chinese, Tibetan, Momos"
Choi Choi Momos,Brigade Road,3.8,29,300.0,"Chinese, Fast Food, Momos"
Red Onion,Shanti Nagar,4.3,550,1200.0,"Chinese, North Indian, Biryani, Kebab"
Shalimar,Indiranagar,4.0,153,700.0,"North Indian, Chinese, Seafood"
Deshi Fusion Pizza,Old Madras Road,3.3,73,750.0,"Pizza, Chinese, Rolls"
Indira Darshini,Frazer Town,3.6,27,200.0,"South Indian, Chinese"
Oh! Calcutta,Church Street,4.4,1110,1200.0,"Bengali, Seafood"
Panchavati Gaurav Thali,Brigade Road,4.0,929,800.0,"Rajasthani, Gujarati"
Aagaman Veg,Indiranagar,4.0,558,900.0,"North Indian, Chinese, South Indian"
Fatso's,Brigade Road,3.8,72,650.0,"Cafe, American, Italian, Burger"
Salt Mango Tree,Indiranagar,4.1,247,800.0,Kerala
MISU,St. Marks Road,4.6,1211,1700.0,"Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean"
Mainland China,Church Street,4.5,1394,1700.0,"Chinese, Momos"
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,Ulsoor,3.9,463,800.0,"Cafe, American, Continental, Steak"
RockSalt,St. Marks Road,4.4,484,1900.0,Modern Indian
The Rice Bowl,Lavelle Road,4.3,500,1300.0,"Chinese, Momos"
South Inn,Frazer Town,3.1,24,150.0,South Indian
Hashtag Cafe,Brigade Road,2.8,44,700.0,"Cafe, Continental, European, Italian"
Kamat Minerva,Basavanagudi,2.6,72,300.0,"South Indian, North Indian, Chinese"
The Tao Terraces,MG Road,4.0,1912,2100.0,"Thai, Japanese, Korean, Burmese, Chinese"
Pathy's Kitchen,Indiranagar,3.5,21,500.0,Andhra
Happy Fillings,Ulsoor,3.4,8,300.0,Chinese
Rotti Mane,Domlur,3.4,11,200.0,South Indian
Shezan,Cunningham Road,4.1,391,600.0,"Chinese, Continental, North Indian, Mughlai, Steak"
Oye Amritsar,Church Street,4.1,450,1000.0,North Indian
Banjara Melting Pot,Cunningham Road,4.2,474,1700.0,"North Indian, Chinese, Seafood"
Croons,Brigade Road,3.8,26,350.0,Desserts
MiniMelts,Brigade Road,3.9,66,200.0,"Ice Cream, Desserts"
Tandoor,MG Road,3.9,1361,2100.0,North Indian
Feast India Co.,Cunningham Road,4.2,133,1500.0,"Awadhi, Bengali, North Indian"
Hotel Green Tara,Brigade Road,3.9,39,500.0,"Chinese, Tibetan, Momos"
The Biere Club,Lavelle Road,4.3,3484,1700.0,"Continental, BBQ, Finger Food"
Bangalore Mandarin,Indiranagar,4.2,974,1100.0,"Chinese, Seafood"
Rolls On Wheels,Brigade Road,3.5,45,300.0,"Fast Food, Rolls, Momos"
Mahesh Lunch Home,Residency Road,4.1,860,1400.0,"Seafood, Mangalorean, North Indian, Chinese"
Bheema's,Church Street,4.0,779,650.0,Andhra
Bon Sante,Brigade Road,3.6,104,800.0,"Cafe, Continental, Italian"
Hatti Punjab Di,Brigade Road,3.4,8,450.0,North Indian
Dine In,Brigade Road,3.6,8,400.0,"Kerala, South Indian, North Indian, Chinese"
Chung Wah,Residency Road,4.0,360,1000.0,"Chinese, Thai, Momos, Vietnamese"
Mad Over Biryani,Church Street,2.9,17,600.0,"Biryani, North Indian"
Danny Lambas Punjabi Dhaba,Indiranagar,3.5,98,600.0,"North Indian, Chinese, Biryani"
Shiv Sager,Brigade Road,3.0,10,200.0,"South Indian, North Indian, Chinese"
The Charcoal Factory,Koramangala 6th Block,4.1,290,600.0,"Burger, Pizza, Momos"
Chung's Chinese Corner,Cunningham Road,3.3,201,700.0,Chinese
Kenny's Restaurant,Frazer Town,3.6,31,450.0,"Chinese, North Indian"
Fat Buddha,Cunningham Road,4.0,455,1000.0,"Chinese, Thai"
Teppan Japanese Grill & Sushi Bar,Ulsoor,4.3,901,2000.0,Japanese
New Prashanth Hotel,Majestic,3.7,50,750.0,"South Indian, Biryani, Chinese, North Indian"
Midnight Eats,Frazer Town,3.0,114,500.0,"North Indian, Chinese"
The Only Place,Church Street,4.2,2923,1000.0,"Italian, American, Steak, Continental, BBQ, Salad"
Anupam's Coast II Coast,Church Street,4.1,853,1400.0,"Seafood, Mangalorean, North Indian, Chinese"
BabaYaga's,Indiranagar,4.1,207,1500.0,"American, Finger Food"
Venkateshwara Foods,Residency Road,3.0,13,400.0,"Street Food, South Indian"
Kudla - Hotel Ramanashree,Richmond Road,4.1,354,1200.0,"South Indian, Andhra, Chinese"
Ramana's,Cunningham Road,4.0,378,850.0,"North Indian, Chinese, Healthy Food"
Ebony,MG Road,4.3,3126,1500.0,"North Indian, South Indian"
McLeans Italian Pizzeria,Ejipura,3.4,30,500.0,"American, Pizza"
The Konkan - Seafood Restaurant,St. Marks Road,4.4,218,850.0,"Seafood, Konkan, Mangalorean"
Hotel Ruchi Priya,Wilson Garden,3.6,21,350.0,North Indian
Hotel Tom's Restaurant,Richmond Road,4.4,712,1000.0,"Mangalorean, Seafood, Chinese, North Indian"
The Bong,Frazer Town,3.1,38,300.0,"Bengali, North Indian"
Fujan,Frazer Town,3.6,54,600.0,"Chinese, Thai, Seafood"
Raaga,Indiranagar,3.8,297,1200.0,"North Indian, Chinese, Continental"
The Food Dude,Koramangala 6th Block,4.0,176,300.0,"Fast Food, Burger, Sandwich, Pizza"
Lazio Steaks & More,Frazer Town,3.9,118,1000.0,"Continental, Chinese, Steak"
The Humming Tree,Indiranagar,4.0,2418,1400.0,"Fast Food, European"
Woodstok,Indiranagar,4.1,1053,1400.0,"Continental, Italian, Steak, American"
ASEAN - On The Edge,MG Road,4.4,861,1800.0,"Asian, Thai"
Chung Shan Chinese Restaurant,Ejipura,3.7,32,500.0,"Chinese, Momos"
Monsoon Express,MG Road,3.4,7,1600.0,"Continental, Thai, North Indian"
Friends Night Kitchen,Koramangala 6th Block,3.8,109,400.0,"Italian, Pizza"
Navab's,Frazer Town,3.6,10,600.0,Mughlai
Marathi Biriyani House,Frazer Town,3.3,6,300.0,"South Indian, Biryani"
Retro Lounge Bar,Ulsoor,3.8,108,1400.0,"North Indian, Chinese"
Kick Out the Jams,Ejipura,4.0,528,350.0,"Burger, American, Italian"
Xian,Ulsoor,3.8,81,800.0,"Chinese, Thai"
Kulfi Point,Indiranagar,3.4,5,150.0,Desserts
8 Slice,Koramangala 6th Block,3.7,74,600.0,Pizza
Crescent Avenue - Hotel Bangalore International,Race Course Road,3.6,41,1400.0,"North Indian, Continental, Chinese, Asian, Thai"
New Kudla Family Resturant,MG Road,3.2,4,450.0,"North Indian, Chinese"
Mummy Dhaba,Ulsoor,3.2,46,300.0,North Indian
Benjarong,Ulsoor,4.2,858,1800.0,"Thai, Asian"
Midnight Hunger Solutions 24/7,Indiranagar,2.1,252,500.0,"North Indian, Mughlai, Chinese"
Ente Keralam,Ulsoor,4.0,1096,1300.0,"Kerala, Seafood"
Donne Biryani Mane,Wilson Garden,3.2,7,300.0,Biryani
Nagarjuna,Residency Road,4.3,1773,800.0,"Andhra, Biryani"
Sunny's,Lavelle Road,4.1,1327,2100.0,"European, Italian, Seafood, Continental"
Japan Travel Cafe Azuki,Residency Road,4.3,67,400.0,"Cafe, Japanese"
Little Chef,Richmond Road,4.0,101,550.0,Chinese
Canopy,MG Road,3.0,107,800.0,"North Indian, Continental, Chinese"
Cafe @ Elanza,Richmond Road,3.7,145,1000.0,"Chinese, North Indian, Cafe"
Rawal Jalebi,Commercial Street,3.5,10,100.0,Desserts
Gundappa Donne Biryani,St. Marks Road,3.7,160,300.0,Biryani
Nandhini Paradise,St. Marks Road,3.6,277,800.0,"Andhra, Chinese, North Indian"
Aathithya,Infantry Road,3.1,16,1100.0,"North Indian, Continental, Chinese"
Nagashree's,Shanti Nagar,2.9,46,550.0,"South Indian, North Indian, Fast Food"
Express Food Delivery,Ulsoor,2.8,38,500.0,"North Indian, Chinese"
Feast and Burp,Bannerghatta Road,3.3,4,300.0,North Indian
Gowdara Naati Mane,Residency Road,3.4,7,500.0,"South Indian, Biryani, Mangalorean"
Kamat's Palate Korner,Richmond Road,4.1,121,600.0,"North Indian, Chinese"
Norsha Caffe,Commercial Street,3.3,6,400.0,Cafe
Cafe Treat - The Pride Hotel,Richmond Road,4.1,119,1000.0,"Continental, Asian, Italian"
Bhagini Icon Boutique Hotel,Indiranagar,3.1,6,600.0,"South Indian, North Indian, Continental"
Kaulige Millet Corner,Brigade Road,4.0,32,300.0,"Healthy Food, South Indian"
Ice & Spice,Frazer Town,3.0,96,650.0,"Continental, Pizza, Fast Food"
Homemade Food,Indiranagar,3.8,24,200.0,South Indian
In Wok,Richmond Road,3.6,118,500.0,Chinese
The Oriental Spice - Ashraya Hotel,Infantry Road,3.9,158,1300.0,"Chinese, Thai, Indonesian"
Aromas Of South,Race Course Road,3.7,46,1000.0,South Indian
Allana Kabab,Richmond Road,3.3,4,200.0,North Indian
Home Treat,Brigade Road,3.1,7,150.0,North Indian
Bhandary's Kitchen,Koramangala 7th Block,3.6,16,300.0,North Indian
Parika Multicuisine Restaurant,Richmond Road,3.8,203,1200.0,"North Indian, Chinese, Mughlai"
Tiger Trail - Ramada Hotel,Shivajinagar,4.0,188,1300.0,"North Indian, Lucknowi"
Manjit Da Dhaba,Frazer Town,4.3,783,300.0,North Indian
Halli Mane,Majestic,3.2,5,300.0,South Indian
Taj Hotel,Shivajinagar,3.7,111,550.0,"North Indian, Chinese"
Foody's,Shanti Nagar,3.8,170,250.0,"North Indian, South Indian"
Masala Oota,Residency Road,3.6,79,500.0,"South Indian, Biryani"
